Id,source,title,article,page_rank,timestamp,text,n_tokens,title_len,article_len,title_ratio
14415,New,Treasury Auctions Set for This Week,The Treasuryâs schedule of financing this week included Mondayâs regular weekly auction of new three- and six-month bills and an auction of four-week bills on Tuesday.,5,2008-01-14 08:08:18,treasury auctions set for this week the treasuryâs schedule of financing this week included mondayâs regular weekly auction of new three- and six-month bills and an auction of four-week bills on tuesday.,26,35,171,0.20348837209302326
14416,Yahoo,"Pound gains against the dollar \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080115/wl_uk_afp/forexlondon""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080115/capt.sge.tde46.150108164801.photo00.photo.default-326x512.jpg?x=82&y=130&q=85&sig=ypLc9LgAkIYw3O44vl.f4Q--"" align=""left"" height=""130"" width=""82"" alt=""US dollar and UK pound notes and coins. The pound was firmer as inflation data showed the key annual CPI rate staying stubbornly at 2.1 percent in December -- above the Bank of England's 2.0 percent target -- for the third month in a row.(AFP/File/Bertrand Langlois)"" border=""0"" /></a>AFP - The pound was firmer as inflation data showed the key annual CPI rate staying stubbornly at 2.1 percent in December -- above the Bank of England's 2.0 percent target -- for the third month in a row.</p><br clear=""all""/>",5,2008-01-15 20:30:32,"pound gains against the dollar \
    (afp)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080115/wl_uk_afp/forexlondon""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080115/capt.sge.tde46.150108164801.photo00.photo.default-326x512.jpg?x=82&y=130&q=85&sig=yplc9lgakiyw3o44vl.f4q--"" align=""left"" height=""130"" width=""82"" alt=""us dollar and uk pound notes and coins. the pound was firmer as inflation data showed the key annual cpi rate staying stubbornly at 2.1 percent in december -- above the bank of england's 2.0 percent target -- for the third month in a row.(afp/file/bertrand langlois)"" border=""0"" /></a>afp - the pound was firmer as inflation data showed the key annual cpi rate staying stubbornly at 2.1 percent in december -- above the bank of england's 2.0 percent target -- for the third month in a row.</p><br clear=""all""/>",93,44,832,0.05282112845138055
14417,New,'D' makes grade again,"Get in, grab the win, get out. The New England Patriots are awfully good at that.",5,0000-00-00 00:00:00,"'d' makes grade again get in, grab the win, get out. the new england patriots are awfully good at that.",16,21,81,0.25609756097560976
14418,Yahoo,"Pouty Paris makes nice for tourists \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/ap/20070709/ap_on_re_eu/polite_paris""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070709/capt.e8f414614f7e445192534b79d9754dbb.france_polite_paris_par110.jpg?x=91&y=130&sig=Uaa.ApSwkYn0o416aT8BoQ--"" align=""left"" height=""130"" width=""91"" alt=""Banners advertising the promotion of Paris Tourist Day on the Trocadero square, in front of the Eiffel Tower Monday July 9, 2007 in Paris. Their city is the world's No. 1 tourist destination, yet Parisians sometimes seem downright grumpy about it. On Paris Tourist Day, city officials set out to change that, urging cab drivers to smile and telling waiters to try out their English. Tourists, too, were given tips like 'try out French products' &#151; instead of heading to the first Starbucks in search of friendly service.(AP Photo/Michael Sawyer)"" border=""0"" /></a>AP - Their city is the world's No. 1 tourist destination, yet Parisians sometimes seem downright grumpy about it.</p><br clear=""all""/>",5,2007-07-09 22:04:19,"pouty paris makes nice for tourists \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/ap/20070709/ap_on_re_eu/polite_paris""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070709/capt.e8f414614f7e445192534b79d9754dbb.france_polite_paris_par110.jpg?x=91&y=130&sig=uaa.apswkyn0o416at8boq--"" align=""left"" height=""130"" width=""91"" alt=""banners advertising the promotion of paris tourist day on the trocadero square, in front of the eiffel tower monday july 9, 2007 in paris. their city is the world's no. 1 tourist destination, yet parisians sometimes seem downright grumpy about it. on paris tourist day, city officials set out to change that, urging cab drivers to smile and telling waiters to try out their english. tourists, too, were given tips like 'try out french products' &#151; instead of heading to the first starbucks in search of friendly service.(ap photo/michael sawyer)"" border=""0"" /></a>ap - their city is the world's no. 1 tourist destination, yet parisians sometimes seem downright grumpy about it.</p><br clear=""all""/>",117,48,1027,0.04669260700389105
14419,Rocky,Cassini tantalizes scientists with images of Saturn moon,The Cassini spacecraft&#39;s cameras revealed sharp but puzzling pictures of Saturn&#39;s moon Titan that captivated planetary scientists Tuesday night as the first-ever close-ups ,5,0000-00-00 00:00:00,cassini tantalizes scientists with images of saturn moon the cassini spacecraft&#39;s cameras revealed sharp but puzzling pictures of saturn&#39;s moon titan that captivated planetary scientists tuesday night as the first-ever close-ups ,23,56,180,0.30939226519337015
14420,Yahoo,"Rapper 50 Cent arrested in New York \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/nm/20060908/people_nm/crime_rapper_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20060909/2006_09_08t165513_450x334_us_crime_rapper.jpg?x=130&y=96&sig=I204McbTE3nZptFdItoTTg--"" align=""left"" height=""96"" width=""130"" alt=""Rapper 50 Cent (L) is frisked by a plainclothes policeman after being apprehended for dangerous driving in New York in this video grab September 8, 2006. (Reuters TV/Reuters)"" border=""0"" /></a>Reuters - Rapper 50 Cent was arrested for \
traffic offenses while driving a silver, open-topped \
Lamborghini on Friday, generating a crowd that cheered the \
recording artist and jeered police as they handcuffed him.</p><br clear=""all""/>",5,2006-09-09 01:57:51,"rapper 50 cent arrested in new york \
    (reuters)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/nm/20060908/people_nm/crime_rapper_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20060909/2006_09_08t165513_450x334_us_crime_rapper.jpg?x=130&y=96&sig=i204mcbte3nzptfditottg--"" align=""left"" height=""96"" width=""130"" alt=""rapper 50 cent (l) is frisked by a plainclothes policeman after being apprehended for dangerous driving in new york in this video grab september 8, 2006. (reuters tv/reuters)"" border=""0"" /></a>reuters - rapper 50 cent was arrested for \
traffic offenses while driving a silver, open-topped \
lamborghini on friday, generating a crowd that cheered the \
recording artist and jeered police as they handcuffed him.</p><br clear=""all""/>",72,53,742,0.07133243606998654
14421,BBC,Autogrill denies Little Chef bid,Italy's Autogrill denies press reports suggesting it plans to buy Britain's Little Chef.,5,2007-07-10 20:59:20,autogrill denies little chef bid italy's autogrill denies press reports suggesting it plans to buy britain's little chef.,13,32,88,0.3595505617977528
14422,Reuters,FDA warns of botulism risk in chili sauce,"WASHINGTON (Reuters) - Some cans of hot dog chili sauce sold under various brand names may be contaminated with the bacteria that causes botulism and should not be eaten, the Food and Drug Administration warned on Wednesday.",5,2007-07-19 10:01:33,"fda warns of botulism risk in chili sauce washington (reuters) - some cans of hot dog chili sauce sold under various brand names may be contaminated with the bacteria that causes botulism and should not be eaten, the food and drug administration warned on wednesday.",37,41,224,0.18222222222222223
14423,Forbes,Update 1: Bond Prices Close Lower,"The price of the benchmark 10-year Treasury note fell 11/32 point, or $3.44 per $1,000 in face value. Its yield, which moves in the opposite direction, rose to 4.24 percent compared with 4.20 percent late Wednesday.",5,0000-00-00 00:00:00,"update 1: bond prices close lower the price of the benchmark 10-year treasury note fell 11/32 point, or $3.44 per $1,000 in face value. its yield, which moves in the opposite direction, rose to 4.24 percent compared with 4.20 percent late wednesday.",36,33,215,0.1527777777777778
14424,Boston,U.S. Open: Hingis and Kuznetsova Move Into Third Round ,"Martina Hingis broke her pattern, Svetlana Kuznetsova pounded away and Donald Young took a more leisurely path Thursday into the third round of the U.S. Open.",5,2007-08-31 00:24:57,"u.s. open: hingis and kuznetsova move into third round  martina hingis broke her pattern, svetlana kuznetsova pounded away and donald young took a more leisurely path thursday into the third round of the u.s. open.",26,55,158,0.34591194968553457
14425,Xinhua,Carmakers to launch new series,Formular One tycoon Bernie Ecclestone is facing strong challenge as leading carmakers are seeking to start their own World Grand Prix racing series by 2008.,5,0000-00-00 00:00:00,carmakers to launch new series formular one tycoon bernie ecclestone is facing strong challenge as leading carmakers are seeking to start their own world grand prix racing series by 2008.,25,30,156,0.1910828025477707
14426,Yahoo,Japanese Princess Recovers From Stress (AP),"AP - Japan's Crown Princess Masako, who turned 41 on Thursday, said she is recovering from a psychological disorder brought on by the pressures of royal life, but won't resume her official duties for ""some time.""",5,2004-12-08 21:31:09,"japanese princess recovers from stress (ap) ap - japan's crown princess masako, who turned 41 on thursday, said she is recovering from a psychological disorder brought on by the pressures of royal life, but won't resume her official duties for ""some time.""",36,43,212,0.20187793427230047
14427,CNN,Petraeus to face grilling over Iraq data,"Congressmen are expected this week to pick apart U.S. military data suggesting attacks and civilian casualties in Baghdad have sharply decreased in recent months.\
<p><a href=""http://rss.cnn.com/~a/rss/cnn_topstories?a=ywbH9A""><img src=""http://rss.cnn.com/~a/rss/cnn_topstories?i=ywbH9A"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=qYlmWVP7""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=qYlmWVP7"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=rouGHka4""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=rouGHka4"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=gHPxRIll""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=gHPxRIll"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=vNqgTJxB""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=vNqgTJxB"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=vtiLmTjT""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=vtiLmTjT"" border=""0""></img></a>\
</div><img src=""http://rss.cnn.com/~r/rss/cnn_topstories/~4/154291463"" height=""1"" width=""1""/>",5,2007-09-10 00:22:05,"petraeus to face grilling over iraq data congressmen are expected this week to pick apart u.s. military data suggesting attacks and civilian casualties in baghdad have sharply decreased in recent months.\
<p><a href=""http://rss.cnn.com/~a/rss/cnn_topstories?a=ywbh9a""><img src=""http://rss.cnn.com/~a/rss/cnn_topstories?i=ywbh9a"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=qylmwvp7""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=qylmwvp7"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=roughka4""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=roughka4"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=ghpxrill""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=ghpxrill"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=vnqgtjxb""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=vnqgtjxb"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=vtilmtjt""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=vtilmtjt"" border=""0""></img></a>\
</div><img src=""http://rss.cnn.com/~r/rss/cnn_topstories/~4/154291463"" height=""1"" width=""1""/>",53,40,1167,0.03424657534246575
14428,New,Icahn Sues Software Maker Seeking Vote on Offer,"The billionaire investor Carl C. Icahn has sued BEA Systems, demanding that the company hold an annual meeting and permit shareholders to vote on a sale.",5,2007-10-28 07:16:22,"icahn sues software maker seeking vote on offer the billionaire investor carl c. icahn has sued bea systems, demanding that the company hold an annual meeting and permit shareholders to vote on a sale.",26,47,153,0.3051948051948052
14429,New,Young Knights,"After a full day of competition, the state championship is hanging in the balance of one battle. Andrew Wang and James Lung are squared off, mano a mano &#150; as mano as 10-year-old boys can be, anyway &#150; renewing a budding rivalry between two of the best young players in Massachusetts. Andrew has beaten James before, and this day, each ...",5,2007-06-24 13:23:38,"young knights after a full day of competition, the state championship is hanging in the balance of one battle. andrew wang and james lung are squared off, mano a mano &#150; as mano as 10-year-old boys can be, anyway &#150; renewing a budding rivalry between two of the best young players in massachusetts. andrew has beaten james before, and this day, each ...",61,13,347,0.03735632183908046
14430,New,Merrill to Get $6.2 Billion Cash Injection,"Merrill Lynch, hit by huge subprime mortgage losses, said it would raise up to $6.2 billion in a private placement with Singaporeâs Temasek Holdings and Davis Selected Advisors.",5,2007-12-24 19:01:30,"merrill to get $6.2 billion cash injection merrill lynch, hit by huge subprime mortgage losses, said it would raise up to $6.2 billion in a private placement with singaporeâs temasek holdings and davis selected advisors.",28,42,179,0.23333333333333334
14431,PolitInfo.com,"Bush, Kerry Prepare for First Presidential Debate",President George Bush and his Democratic Party challenger John Kerry are taking a break from the campaign trail while they prepare for the first nationally televised Presidential debate on Thursday.,5,0000-00-00 00:00:00,"bush, kerry prepare for first presidential debate president george bush and his democratic party challenger john kerry are taking a break from the campaign trail while they prepare for the first nationally televised presidential debate on thursday.",30,49,198,0.24623115577889448
14432,New,Letterman Books Robin Williams,"In the first competitive move in what may become a booking blitz, David Letterman has booked Robin Williams as the first guest on his late-night show when he returns to the air.",5,2007-12-31 19:37:09,"letterman books robin williams in the first competitive move in what may become a booking blitz, david letterman has booked robin williams as the first guest on his late-night show when he returns to the air.",32,30,177,0.16853932584269662
14433,Yahoo,"Brussels airport evacuated after bomb alert \
    (Reuters)\
","Reuters - Brussels airport was evacuated on \
Friday evening after a bomb alert, airport police said.",5,2007-02-23 21:31:36,"brussels airport evacuated after bomb alert \
    (reuters)\
 reuters - brussels airport was evacuated on \
friday evening after a bomb alert, airport police said.",17,61,101,0.5980392156862745
14434,CNN,ADV: Win a $2400 Scholarship Now,"Register to win a $2,400 scholarship for you or a family member. Simply fill out the 3-step form for additional information from any of our colleges and you will automatically be entered.",5,0000-00-00 00:00:00,"adv: win a $2400 scholarship now register to win a $2,400 scholarship for you or a family member. simply fill out the 3-step form for additional information from any of our colleges and you will automatically be entered.",32,32,187,0.1702127659574468
14435,Washington,Cuba laments Arafat&#39;s passing,Cuba said Thursday&#39;s death of Palestinian Authority leader Yasser Arafat was a &quot;cause for dismay in the international community.,5,0000-00-00 00:00:00,cuba laments arafat&#39;s passing cuba said thursday&#39;s death of palestinian authority leader yasser arafat was a &quot;cause for dismay in the international community.,19,33,137,0.2391304347826087
14436,BBC,Nanowires allow 'power dressing',US scientists develop tiny energy- generating fibres that could be used to create self-powered smart fabrics.,5,2008-02-13 20:23:50,nanowires allow 'power dressing' us scientists develop tiny energy- generating fibres that could be used to create self-powered smart fabrics.,16,32,109,0.2909090909090909
14437,Reuters,Bollywood sets love story in haunting tiger reserve," KOLKATA, India (Reuters) - An intriguing love triangle set   in the world's largest tiger reserve is being turned into a   Bollywood film, in a rare celluloid adaptation of a   best-selling Indian novel.",5,2006-09-05 16:07:08,"bollywood sets love story in haunting tiger reserve  kolkata, india (reuters) - an intriguing love triangle set   in the world's largest tiger reserve is being turned into a   bollywood film, in a rare celluloid adaptation of a   best-selling indian novel.",32,51,204,0.24878048780487805
14438,Seattle,Fire and Wizards clash in Open Cup Final,"Kansas City, MO (Sports Network) - The Chicago Fire and Kansas City Wizards, the last of 163 teams, meet on Wednesday night at Arrowhead Stadium in the final of the 2004 Lamar Hunt US Open Cup to decide who will lift the Dewar Trophy.",5,0000-00-00 00:00:00,"fire and wizards clash in open cup final kansas city, mo (sports network) - the chicago fire and kansas city wizards, the last of 163 teams, meet on wednesday night at arrowhead stadium in the final of the 2004 lamar hunt us open cup to decide who will lift the dewar trophy.",44,40,234,0.1702127659574468
14439,Topix.Net,Politics,"Three headquarters of the National Liberal Party (PNL) in Vrancea county were devastated, their windows being broken with big stones, and local people received leaflets saying that the local PNL leaders ...",5,0000-00-00 00:00:00,"politics three headquarters of the national liberal party (pnl) in vrancea county were devastated, their windows being broken with big stones, and local people received leaflets saying that the local pnl leaders ...",32,8,206,0.03864734299516908
14440,Wired,Trade Your Wallet for Wireless,"If calling, text messaging, web browsing and video filming aren't enough for you, your cell phone may soon be able to perform another function as well: paying for lunch. But is it secure? By Laila Weir.",5,2004-08-31 18:22:15,"trade your wallet for wireless if calling, text messaging, web browsing and video filming aren't enough for you, your cell phone may soon be able to perform another function as well: paying for lunch. but is it secure? by laila weir.",36,30,202,0.1477832512315271
14441,Yahoo,"At least 6 dead in Australia train crash \
    (AP)\
","AP - At least six people died and dozens more were seriously injured after a train crashed into a semitrailer at a level crossing in southern Australia, police and local media said Tuesday.",5,2007-06-05 08:56:56,"at least 6 dead in australia train crash \
    (ap)\
 ap - at least six people died and dozens more were seriously injured after a train crashed into a semitrailer at a level crossing in southern australia, police and local media said tuesday.",33,53,189,0.2789473684210526
14442,Reuters,New Jersey legislature votes to end death penalty,"TRENTON, New Jersey (Reuters) - New Jersey on Thursday became the first U.S. state to legislatively abolish the death penalty since the U.S. Supreme Court reinstated capital punishment in 1976.",5,2007-12-14 04:07:38,"new jersey legislature votes to end death penalty trenton, new jersey (reuters) - new jersey on thursday became the first u.s. state to legislatively abolish the death penalty since the u.s. supreme court reinstated capital punishment in 1976.",30,49,193,0.25257731958762886
14443,Reuters,Hong Kong ambiguous about China dissidents 10 years on,"HONG KONG (Reuters) - For a couple of days around this time every year, thousands of Hong Kong residents demonstrate for more democracy in the territory and in China, and for Beijing to come clean on the Tiananmen massacre of 1989.",5,2007-06-18 02:41:24,"hong kong ambiguous about china dissidents 10 years on hong kong (reuters) - for a couple of days around this time every year, thousands of hong kong residents demonstrate for more democracy in the territory and in china, and for beijing to come clean on the tiananmen massacre of 1989.",41,54,231,0.23275862068965517
14444,New,Blount's been off the mark,"Yesterday morning, it went Mark to Mark. The Celtics' Mark Blount and his agent, Mark Bartlestein , chatted and the topic wasn't places to dine in Atlanta or the line in the AFC Championship game.",5,0000-00-00 00:00:00,"blount's been off the mark yesterday morning, it went mark to mark. the celtics' mark blount and his agent, mark bartlestein , chatted and the topic wasn't places to dine in atlanta or the line in the afc championship game.",35,26,196,0.1319796954314721
14445,Reuters,Jazeera TV Says to Air Bin Laden Video Tape,"Arab satellite television Al Jazeera said Friday it would broadcast a video tape from al Qaeda leader Osama bin Laden addressing the American people, four days before the US presidential election.",5,0000-00-00 00:00:00,"jazeera tv says to air bin laden video tape arab satellite television al jazeera said friday it would broadcast a video tape from al qaeda leader osama bin laden addressing the american people, four days before the us presidential election.",31,43,196,0.2182741116751269
14446,PCWorld,AT&T's iPhone Report Pushes Down Apple Stock,"AT&T says it activated only 146,000 iPhones in the first two days the device was for sale.\
<p><a href=""http://feeds.pcworld.com/~a/pcworld/latestnews?a=g9WSoA""><img src=""http://feeds.pcworld.com/~a/pcworld/latestnews?i=g9WSoA"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=WxXay8V5""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=WxXay8V5"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=blDHHgIc""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=blDHHgIc"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=eGHluBLy""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=eGHluBLy"" border=""0""></img></a>\
</div><img src=""http://feeds.pcworld.com/~r/pcworld/latestnews/~4/137001125"" height=""1"" width=""1""/>",4,2007-07-25 08:59:53,"at&t's iphone report pushes down apple stock at&t says it activated only 146,000 iphones in the first two days the device was for sale.\
<p><a href=""http://feeds.pcworld.com/~a/pcworld/latestnews?a=g9wsoa""><img src=""http://feeds.pcworld.com/~a/pcworld/latestnews?i=g9wsoa"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=wxxay8v5""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=wxxay8v5"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=bldhhgic""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=bldhhgic"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=eghlubly""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=eghlubly"" border=""0""></img></a>\
</div><img src=""http://feeds.pcworld.com/~r/pcworld/latestnews/~4/137001125"" height=""1"" width=""1""/>",38,44,855,0.0514018691588785
14447,Help,SAP offers automated security-check service,"SAP on Wednesday unveiled a service, SAP Security Optimization, that offers automated security-configuration checks for customers&#39; software.",5,0000-00-00 00:00:00,"sap offers automated security-check service sap on wednesday unveiled a service, sap security optimization, that offers automated security-configuration checks for customers&#39; software.",17,43,144,0.296551724137931
14448,RedNova,Tribe Demands Its Fair Shake for Blood Samples,"By LARRY ROHTER  By LARRY ROHTER   New York Times News Service  KYOWA, Brazil  As the Karitiana Indians remember it, the first researchers to draw their blood came here in the late 1970s, shortly after their Amazon tribe began sustained contact with the outside world.",4,2007-06-24 21:21:43,"tribe demands its fair shake for blood samples by larry rohter  by larry rohter   new york times news service  kyowa, brazil  as the karitiana indians remember it, the first researchers to draw their blood came here in the late 1970s, shortly after their amazon tribe began sustained contact with the outside world.",44,46,268,0.17100371747211895
14449,Washington, No Place for a Tantrum ," The scenes are legendary and occur with disturbing frequency in the nation's operating rooms: doctors yelling at nurses or berating residents, and nurses sniping at their colleagues. Now a growing body of research suggests that such tantrums and insults negatively affect patients by impairing... ",5,2006-08-30 17:16:43," no place for a tantrum   the scenes are legendary and occur with disturbing frequency in the nation's operating rooms: doctors yelling at nurses or berating residents, and nurses sniping at their colleagues. now a growing body of research suggests that such tantrums and insults negatively affect patients by impairing... ",44,24,298,0.0802675585284281
14450,Yahoo,Johansson Fends Off Reporter's Advance (AP),"AP - ""Lost in Translation"" star Scarlett Johansson came to the Venice Film Festival to promote her latest picture, but found herself fending off romantic advances.",5,0000-00-00 00:00:00,"johansson fends off reporter's advance (ap) ap - ""lost in translation"" star scarlett johansson came to the venice film festival to promote her latest picture, but found herself fending off romantic advances.",26,43,163,0.2621951219512195
14451,Yahoo,"Militants claim to abort bombing \
    (AP)\
",AP - Al-Qaida-linked insurgents in Iraq released a videotape Thursday showing the execution-style deaths of 14 Iraqi soldiers and policemen after the expiration of a 72-hour deadline for the Iraqi government to meet the militants' demands.,5,2007-06-15 05:52:44,"militants claim to abort bombing \
    (ap)\
 ap - al-qaida-linked insurgents in iraq released a videotape thursday showing the execution-style deaths of 14 iraqi soldiers and policemen after the expiration of a 72-hour deadline for the iraqi government to meet the militants' demands.",36,45,239,0.1875
14452,Reuters,U.S. Soldier Given Six Months for Assaulting Iraqi," FORT HOOD, Texas (Reuters) - A U.S. Army sergeant --  cleared of the drowning death of one of two Iraqis thrown off a  bridge but convicted of assault -- was sentenced to six months  in a military prison on Saturday.",5,2005-01-09 02:03:52,"u.s. soldier given six months for assaulting iraqi  fort hood, texas (reuters) - a u.s. army sergeant --  cleared of the drowning death of one of two iraqis thrown off a  bridge but convicted of assault -- was sentenced to six months  in a military prison on saturday.",40,50,217,0.22935779816513763
14453,Topix.Net,Israel to release 170 Palestinians,"A convoy of supporters of Ukrainian presidential candidate Viktor Yushchenko on Sunday moved deeper into the hostile eastern strongholds of his rival, who has ignored their requests for safe passage.",5,2004-12-20 09:49:42,"israel to release 170 palestinians a convoy of supporters of ukrainian presidential candidate viktor yushchenko on sunday moved deeper into the hostile eastern strongholds of his rival, who has ignored their requests for safe passage.",30,34,199,0.17
14454,Computerworld,DHS warns states not to reject with Real ID,"The Department of Homeland Security is continuing to finish work on the controversial Real ID law despite growing criticism from states and privacy advocates\
<p><a href=""http://feeds.computerworld.com/~a/Computerworld/News?a=ckea64""><img src=""http://feeds.computerworld.com/~a/Computerworld/News?i=ckea64"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://feeds.computerworld.com/~f/Computerworld/News?a=WCSOYEMa""><img src=""http://feeds.computerworld.com/~f/Computerworld/News?i=WCSOYEMa"" border=""0""></img></a> <a href=""http://feeds.computerworld.com/~f/Computerworld/News?a=6hFIzx28""><img src=""http://feeds.computerworld.com/~f/Computerworld/News?i=6hFIzx28"" border=""0""></img></a> <a href=""http://feeds.computerworld.com/~f/Computerworld/News?a=hjfZM1g2""><img src=""http://feeds.computerworld.com/~f/Computerworld/News?i=hjfZM1g2"" border=""0""></img></a> <a href=""http://feeds.computerworld.com/~f/Computerworld/News?a=3khIJHkU""><img src=""http://feeds.computerworld.com/~f/Computerworld/News?i=3khIJHkU"" border=""0""></img></a>\
</div><img src=""http://feeds.computerworld.com/~r/Computerworld/News/~4/134989127"" height=""1"" width=""1""/>",4,2007-07-18 20:57:02,"dhs warns states not to reject with real id the department of homeland security is continuing to finish work on the controversial real id law despite growing criticism from states and privacy advocates\
<p><a href=""http://feeds.computerworld.com/~a/computerworld/news?a=ckea64""><img src=""http://feeds.computerworld.com/~a/computerworld/news?i=ckea64"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://feeds.computerworld.com/~f/computerworld/news?a=wcsoyema""><img src=""http://feeds.computerworld.com/~f/computerworld/news?i=wcsoyema"" border=""0""></img></a> <a href=""http://feeds.computerworld.com/~f/computerworld/news?a=6hfizx28""><img src=""http://feeds.computerworld.com/~f/computerworld/news?i=6hfizx28"" border=""0""></img></a> <a href=""http://feeds.computerworld.com/~f/computerworld/news?a=hjfzm1g2""><img src=""http://feeds.computerworld.com/~f/computerworld/news?i=hjfzm1g2"" border=""0""></img></a> <a href=""http://feeds.computerworld.com/~f/computerworld/news?a=3khijhku""><img src=""http://feeds.computerworld.com/~f/computerworld/news?i=3khijhku"" border=""0""></img></a>\
</div><img src=""http://feeds.computerworld.com/~r/computerworld/news/~4/134989127"" height=""1"" width=""1""/>",49,43,1147,0.037456445993031356
14455,BBC,Oman 'arrests hundreds over plot',At least 100 people are reportedly arrested in Oman amid rumours of a planned attack on a festival.,5,0000-00-00 00:00:00,oman 'arrests hundreds over plot' at least 100 people are reportedly arrested in oman amid rumours of a planned attack on a festival.,18,33,99,0.33
14456,Time,Retail Therapy,A store that sells what's so last season,5,0000-00-00 00:00:00,retail therapy a store that sells what's so last season,8,14,40,0.34146341463414637
14457,Reuters,L.A. fire chief quits amid racial furor,"LOS ANGELES (Reuters) - The chief of the Los Angeles Fire Department said on Friday he would retire next month, after a furor over a race discrimination suit brought by a black firefighter who found dog food in his spaghetti at work.",5,2006-12-01 23:03:01,"l.a. fire chief quits amid racial furor los angeles (reuters) - the chief of the los angeles fire department said on friday he would retire next month, after a furor over a race discrimination suit brought by a black firefighter who found dog food in his spaghetti at work.",42,39,233,0.16666666666666666
14458,BBC,Awesome Federer caps momentous year,"Following a resounding defeat in the Masters Cup final, Lleyton Hewitt stated the obvious in hailing Roger Federer as the &quot;stand-out player of the last year and a half&quot;.",5,0000-00-00 00:00:00,"awesome federer caps momentous year following a resounding defeat in the masters cup final, lleyton hewitt stated the obvious in hailing roger federer as the &quot;stand-out player of the last year and a half&quot;.",29,35,179,0.19444444444444445
14459,New,Crewmen Ration and Lose Weight on Space Station,The two crewmen aboard the International Space Station lost a few pounds in the five weeks they were forced to ration their dwindling supply of food.,5,2004-12-31 10:39:58,crewmen ration and lose weight on space station the two crewmen aboard the international space station lost a few pounds in the five weeks they were forced to ration their dwindling supply of food.,26,47,149,0.31333333333333335
