Id,source,title,article,page_rank,timestamp,label,text,n_tokens,title_len,article_len,title_ratio,y_true,y_pred,fold
44207,Ha'aretz,"Tunisian medics examine Arafat, aides cite flu","Six Tunisian doctors examined Palestinian Chairman Yasser Arafat yesterday, but aides dismissed reports his health had deteriorated and said he had flu.",5,0000-00-00 00:00:00,3,"tunisian medics examine arafat, aides cite flu six tunisian doctors examined palestinian chairman yasser arafat yesterday, but aides dismissed reports his health had deteriorated and said he had flu.",22,46,152,0.3006535947712418,3,5,5
44242,Reuters,Group Calls on FDA to Pull Pfizer Pain Drugs," WASHINGTON (Reuters) - U.S. regulators should pull Pfizer  Inc.'s arthritis drugs Celebrex and Bextra from the market  because they are too risky, U.S. consumer watchdog group Public  Citizen said in a letter on Monday.",5,0000-00-00 00:00:00,0,"group calls on fda to pull pfizer pain drugs  washington (reuters) - u.s. regulators should pull pfizer  inc.'s arthritis drugs celebrex and bextra from the market  because they are too risky, u.s. consumer watchdog group public  citizen said in a letter on monday.",34,44,220,0.19909502262443438,0,6,5
44261,Yahoo,"House panel to subpoena FDA officials \
    (AP)\
",AP - A congressional subcommittee voted Tuesday to subpoena former and current Food and Drug Administration investigators to testify about fraudulent clinical data that supported approval of the antibiotic drug Ketek.,5,2008-01-30 00:23:36,0,"house panel to subpoena fda officials \
    (ap)\
 ap - a congressional subcommittee voted tuesday to subpoena former and current food and drug administration investigators to testify about fraudulent clinical data that supported approval of the antibiotic drug ketek.",31,50,217,0.22935779816513763,0,6,5
44269,Lompoc,Prosecutors want to use past accusations in current case,Staff Writer. 12/15/04 Prosecutors in the Michael Jackson case want to introduce past accusations of sexual misconduct against the entertainer in his current case.,5,0000-00-00 00:00:00,5,prosecutors want to use past accusations in current case staff writer. 12/15/04 prosecutors in the michael jackson case want to introduce past accusations of sexual misconduct against the entertainer in his current case.,24,56,163,0.34146341463414637,5,3,5
44287,Al-Jazeera.Net,Ex-Iraqi strongmen appear in court,"Saddam Hussein&#39;s cousin and lieutenant Ali Hassan al-Majid and former defence minister Sultan Hashim have appeared before an investigating magistrate, an Iraqi judge said.",5,2004-12-19 17:38:59,3,"ex-iraqi strongmen appear in court saddam hussein&#39;s cousin and lieutenant ali hassan al-majid and former defence minister sultan hashim have appeared before an investigating magistrate, an iraqi judge said.",24,34,175,0.19318181818181818,3,0,5
44292,Washington,Manufacturing Sector Grew in October,"Activity in the nation&#39;s manufacturing sector grew in October for the 17th straight month, but at a slower pace than the previous month, the Institute for Supply Management reported Monday.",5,2004-11-01 20:02:50,5,"manufacturing sector grew in october activity in the nation&#39;s manufacturing sector grew in october for the 17th straight month, but at a slower pace than the previous month, the institute for supply management reported monday.",30,36,193,0.18556701030927836,5,1,5
44299,Reuters,Iraq tribal leader who fought al Qaeda killed,"BAGHDAD (Reuters) - A Sunni Arab tribal leader instrumental in driving al Qaeda out of Iraq's Anbar province was killed by a bomb on Thursday, hours before U.S. President George W. Bush was expected to announce limited U.S. troop cuts in the country.",5,2007-09-14 00:05:55,0,"iraq tribal leader who fought al qaeda killed baghdad (reuters) - a sunni arab tribal leader instrumental in driving al qaeda out of iraq's anbar province was killed by a bomb on thursday, hours before u.s. president george w. bush was expected to announce limited u.s. troop cuts in the country.",43,45,250,0.17928286852589642,0,5,5
44307,World,Rooney eyes Champions League dream,England teenage star Wayne Rooney looks set to make his eagerly-awaited Manchester United debut in Champions League action against Fenerbahce though England teammates at Real Madrid David Beckham and Michael Owen are doubts for the Spanish giants&#39; clash ,5,0000-00-00 00:00:00,5,rooney eyes champions league dream england teenage star wayne rooney looks set to make his eagerly-awaited manchester united debut in champions league action against fenerbahce though england teammates at real madrid david beckham and michael owen are doubts for the spanish giants&#39; clash ,38,34,258,0.13127413127413126,5,4,5
44308,DMasia.com,Cisco plans to invest $12m in Japanese R&amp;D centre,"Cisco Systems, Inc. has announced its intent to open a research and development centre in Tokyo, Japan. The company informs that the facility will open in February, 2005, and will represent an initial $12 ",5,2004-12-17 16:37:23,2,"cisco plans to invest $12m in japanese r&amp;d centre cisco systems, inc. has announced its intent to open a research and development centre in tokyo, japan. the company informs that the facility will open in february, 2005, and will represent an initial $12 ",34,53,205,0.25728155339805825,2,1,5
44319,New,&#39;US arms to Islamabad could impact India-Pakistan ties&#39; (LEADS <b>...</b>,"[India News]: New Delhi, Dec 9 : India Thursday expressed concern at a US decision to sell sophisticated weapons to Pakistan, saying it would adversely affect the &quot;sensitive&quot; India-Pakistan peace process as well as growing India-US ties.",5,0000-00-00 00:00:00,5,"&#39;us arms to islamabad could impact india-pakistan ties&#39; (leads <b>...</b> [india news]: new delhi, dec 9 : india thursday expressed concern at a us decision to sell sophisticated weapons to pakistan, saying it would adversely affect the &quot;sensitive&quot; india-pakistan peace process as well as growing india-us ties.",37,81,247,0.32661290322580644,5,3,5
44325,USA,"Red Sox, like rival Yankees, are among baseball&#39;s wealthy elite","As they gather in Yankee Stadium, the Red Sox and the Yankees and the ghosts and the curses, let&#39;s make sure we have this straight about the American League Championship Series.",5,2004-10-12 08:18:13,3,"red sox, like rival yankees, are among baseball&#39;s wealthy elite as they gather in yankee stadium, the red sox and the yankees and the ghosts and the curses, let&#39;s make sure we have this straight about the american league championship series.",31,67,181,0.36813186813186816,3,4,5
44398,NEWS.com.au,Car bomb kills 7 Marines,"A MASSIVE car bomb exploded on the outskirts of Fallujah tonight, killing seven US Marines and wounding several others, a US military official said.",5,0000-00-00 00:00:00,5,"car bomb kills 7 marines a massive car bomb exploded on the outskirts of fallujah tonight, killing seven us marines and wounding several others, a us military official said.",24,24,148,0.1610738255033557,5,3,5
44400,BBC,Farm disease restrictions eased,Restrictions are eased on animal movements in Wales and Scotland following the foot-and-mouth outbreak.,5,2007-09-14 09:02:04,5,farm disease restrictions eased restrictions are eased on animal movements in wales and scotland following the foot-and-mouth outbreak.,14,31,103,0.2980769230769231,5,0,5
44424,BBC,Censors ban 'brutal' video game,A violent video game blamed for the death of a teenager is banned by British censors.,5,2007-06-19 16:33:49,0,censors ban 'brutal' video game a violent video game blamed for the death of a teenager is banned by british censors.,16,31,85,0.36046511627906974,0,5,5
44437,Arab,India&#39;s Congress win in state helps national clout,"India&#39;s ruling Congress party, flush with an election win in the state that is the heart of finance and film, will now be better armed to deal with demanding communist allies, newspapers and analysts said on Sunday.",5,2004-10-17 15:54:40,0,"india&#39;s congress win in state helps national clout india&#39;s ruling congress party, flush with an election win in the state that is the heart of finance and film, will now be better armed to deal with demanding communist allies, newspapers and analysts said on sunday.",37,54,219,0.24545454545454545,0,3,5
44518,New,Astronaut Arrives to Houston After Charges,Navy Capt. Lisa Marie Nowak has been charged with the attempted murder of a woman she believed to be her rival for the affections of a fellow astronaut.,5,2007-02-07 21:10:46,2,astronaut arrives to houston after charges navy capt. lisa marie nowak has been charged with the attempted murder of a woman she believed to be her rival for the affections of a fellow astronaut.,28,42,152,0.27450980392156865,2,0,5
44530,Reuters,Thompson: More Money Needed for U.S. Food Safety," WASHINGTON (Reuters) - Outgoing Health and Human Services  Secretary Tommy Thompson on Monday said he was ""still not  comfortable"" about the safety of the U.S. food supply, despite  an increase in federal inspections of food imports.",5,0000-00-00 00:00:00,0,"thompson: more money needed for u.s. food safety  washington (reuters) - outgoing health and human services  secretary tommy thompson on monday said he was ""still not  comfortable"" about the safety of the u.s. food supply, despite  an increase in federal inspections of food imports.",36,48,234,0.20425531914893616,0,6,5
44551,Reuters,Post-war film star Glenn Ford dead at 90," LOS ANGELES (Reuters) - Actor Glenn Ford, a handsome and   quiet character actor who made his mark in big films like   ""Gilda"" and ""The Big Heat,"" died on Wednesday in his Beverly   Hills home, police said. He was 90.",5,2006-08-31 07:07:54,5,"post-war film star glenn ford dead at 90  los angeles (reuters) - actor glenn ford, a handsome and   quiet character actor who made his mark in big films like   ""gilda"" and ""the big heat,"" died on wednesday in his beverly   hills home, police said. he was 90.",39,40,218,0.182648401826484,5,3,5
44552,Daily,Violence kills 15 as home minister visits Kashmir,India&#39;s home minister made his first visit to insurgency-hit Indian Kashmir yesterday as 15 people died in the latest violence.,5,2004-11-06 23:02:03,0,violence kills 15 as home minister visits kashmir india&#39;s home minister made his first visit to insurgency-hit indian kashmir yesterday as 15 people died in the latest violence.,20,49,131,0.3712121212121212,0,3,5
44591,Reuters,Survivor found in Panama plane crash,"PANAMA CITY (Reuters) - Rescue crews in Panama found an American girl on Tuesday who survived a plane crash that killed the other three people on board, including a wealthy California investor, authorities said.",5,2007-12-26 18:47:28,0,"survivor found in panama plane crash panama city (reuters) - rescue crews in panama found an american girl on tuesday who survived a plane crash that killed the other three people on board, including a wealthy california investor, authorities said.",34,36,211,0.16981132075471697,0,5,5
44620,Voice,"Lawyer Says Saddam is on Hunger Strike, Despite US Denial","One of Saddam Hussein&#39;s lawyers says the former Iraqi leader is refusing food, despite reports to the contrary. French lawyer Emmanuel Ludot says he wants the International Red Cross to check on Saddam&#39;s condition.",5,2004-12-14 01:51:41,0,"lawyer says saddam is on hunger strike, despite us denial one of saddam hussein&#39;s lawyers says the former iraqi leader is refusing food, despite reports to the contrary. french lawyer emmanuel ludot says he wants the international red cross to check on saddam&#39;s condition.",34,57,222,0.2556053811659193,0,3,5
44622,BBC,James Brown has prostate cancer,Soul star James Brown is diagnosed with prostate cancer and will undergo surgery next week.,5,0000-00-00 00:00:00,5,james brown has prostate cancer soul star james brown is diagnosed with prostate cancer and will undergo surgery next week.,15,31,91,0.33695652173913043,5,6,5
44652,Reuters,Beijing school grooms girls to award Olympic medals,"BEIJING (Reuters) - For 16-year-old Li Miaomiao, sore feet from wearing high heels for hours at a time and an achy jaw from constant smiling are worth the chance of hanging a medal around an athlete's neck come the Beijing Olympics.",5,2008-01-09 01:31:38,4,"beijing school grooms girls to award olympic medals beijing (reuters) - for 16-year-old li miaomiao, sore feet from wearing high heels for hours at a time and an achy jaw from constant smiling are worth the chance of hanging a medal around an athlete's neck come the beijing olympics.",41,51,232,0.21888412017167383,4,5,5
44656,Reuters,"Islamic treasure fetches 1,000 times estimate in sale","LONDON (Reuters) - A rare 11th century rock crystal ewer, misidentified as a 19th Century French claret jug, has sold for 220,000 pounds ($428,800) at auction, more than one thousand times its pre-sale estimate, the Art Newspaper said on Monday.",5,2008-01-21 16:34:48,5,"islamic treasure fetches 1,000 times estimate in sale london (reuters) - a rare 11th century rock crystal ewer, misidentified as a 19th century french claret jug, has sold for 220,000 pounds ($428,800) at auction, more than one thousand times its pre-sale estimate, the art newspaper said on monday.",40,53,245,0.21544715447154472,5,1,5
44666,ABC,Web Site Claims British Hostage Killed,"BAGHDAD, Iraq Sept. 25, 2004 - A posting on an Islamic Internet site Saturday claimed that an al-Qaida-linked group has killed British hostage Kenneth Bigley.",5,0000-00-00 00:00:00,0,"web site claims british hostage killed baghdad, iraq sept. 25, 2004 - a posting on an islamic internet site saturday claimed that an al-qaida-linked group has killed british hostage kenneth bigley.",25,38,158,0.2389937106918239,0,3,5
44739,Reuters,Microsoft promises free game after online woes,SAN FRANCISCO (Reuters) - Microsoft Corp said on Thursday it will offer a free downloadable video game to users of its Xbox online gaming service after the network was plagued with connection troubles over the holidays.,5,2008-01-04 07:48:52,1,microsoft promises free game after online woes san francisco (reuters) - microsoft corp said on thursday it will offer a free downloadable video game to users of its xbox online gaming service after the network was plagued with connection troubles over the holidays.,36,46,219,0.20909090909090908,1,2,5
44750,Reuters,Analysts mull implications of Ford without Volvo,"DETROIT (Reuters) - If Ford decides to sell successful Swedish luxury unit Volvo, it could mean a lack of strong bids for its Jaguar and Land Rover units at a time when Ford is restructuring its North American operations, analysts said on Monday.",5,2007-07-17 00:06:48,0,"analysts mull implications of ford without volvo detroit (reuters) - if ford decides to sell successful swedish luxury unit volvo, it could mean a lack of strong bids for its jaguar and land rover units at a time when ford is restructuring its north american operations, analysts said on monday.",43,48,246,0.19433198380566802,0,1,5
44752,BBC,Aztec ruins unearthed in Mexico,Archaeologists discover a monolith and an altar from the Aztec period in the heart of the Mexican capital.,5,2006-10-06 13:09:33,2,aztec ruins unearthed in mexico archaeologists discover a monolith and an altar from the aztec period in the heart of the mexican capital.,18,31,106,0.2897196261682243,2,0,5
44762,BBC,Jones punishment is fair - Lewis,Denise Lewis says Marion Jones's six-month jail term will send a strong message to other drugs cheats.,5,2008-01-12 11:38:14,0,jones punishment is fair - lewis denise lewis says marion jones's six-month jail term will send a strong message to other drugs cheats.,17,32,102,0.3106796116504854,0,5,5
44780,Washington, Live Opera To Come To Movie Theaters ," The Metropolitan Opera  will begin transmitting live performances to movie theaters throughout the United States, Canada and Europe next year as part of an extraordinary and unprecedented arrangement among the company, its unions and several media partners. ",5,2006-09-07 09:28:15,2," live opera to come to movie theaters   the metropolitan opera  will begin transmitting live performances to movie theaters throughout the united states, canada and europe next year as part of an extraordinary and unprecedented arrangement among the company, its unions and several media partners. ",37,38,259,0.14615384615384616,2,3,5
44800,Ledger,Pedro about to emerge from Schilling&#39;s shadow,He&#39;s the former ace of the Red Sox staff who won three Cy Young awards and called the Yankees his &quot;daddy.&quot; But he&#39;s been overshadowed by the buzz about Curt Schilling&#39;s stitched-up ankle and lights-out pitching.,5,0000-00-00 00:00:00,3,pedro about to emerge from schilling&#39;s shadow he&#39;s the former ace of the red sox staff who won three cy young awards and called the yankees his &quot;daddy.&quot; but he&#39;s been overshadowed by the buzz about curt schilling&#39;s stitched-up ankle and lights-out pitching.,36,49,233,0.2094017094017094,3,4,5
44802,Yahoo,"Mine blast kills 43 in Kazakhstan: report \
    (Reuters)\
","Reuters - Forty-three people were killed on \
Wednesday in an explosion at a mine in Kazakhstan belonging to \
Mittal Steel , Interfax news agency said.",5,2006-09-20 12:15:27,0,"mine blast kills 43 in kazakhstan: report \
    (reuters)\
 reuters - forty-three people were killed on \
wednesday in an explosion at a mine in kazakhstan belonging to \
mittal steel , interfax news agency said.",27,59,152,0.38562091503267976,0,3,5
44804,Guardian,HIV now a bigger threat to women than men,"The Aids pandemic rampaging around the globe will not be stopped without radical social change to improve the lot of women and girls, who now look likely to die in greater numbers than men, United Nations agencies said yesterday.",5,0000-00-00 00:00:00,6,"hiv now a bigger threat to women than men the aids pandemic rampaging around the globe will not be stopped without radical social change to improve the lot of women and girls, who now look likely to die in greater numbers than men, united nations agencies said yesterday.",39,41,229,0.1782608695652174,6,5,5
44842,New,Stopping at 10 Just Seems Wrong,"I know itâs hard to believe, but during the past 12 months I sometimes went two or three weeks in a row without finding anything to mock, deflate or be disappointed by.",5,2007-12-31 18:18:39,3,"stopping at 10 just seems wrong i know itâs hard to believe, but during the past 12 months i sometimes went two or three weeks in a row without finding anything to mock, deflate or be disappointed by.",32,31,170,0.18128654970760233,3,4,5
44843,New,Colbert Consulted Parties Before Announcing Run,"Stephen Colbert â who announced plans to run for the presidency, though only in South Carolina â is serious enough about the stunt that his staff reached out to the stateâs Democratic and Republican committees in advance of his declaration.",5,2007-10-18 20:01:27,3,"colbert consulted parties before announcing run stephen colbert â who announced plans to run for the presidency, though only in south carolina â is serious enough about the stunt that his staff reached out to the stateâs democratic and republican committees in advance of his declaration.",40,47,246,0.1902834008097166,3,0,5
44847,Washington,Paris neo-Nazis torch Jewish center,"Paris police were under orders by President Jacque Chirac Monday to hunt down neo-Nazis who torched a Jewish community center, the New York Times reported.",5,2004-08-24 05:38:05,5,"paris neo-nazis torch jewish center paris police were under orders by president jacque chirac monday to hunt down neo-nazis who torched a jewish community center, the new york times reported.",25,35,155,0.22435897435897437,5,0,5
44849,BBC,Olympic training helped end siege,"Training received by police before the Olympic Games helped end the Athens bus hijacking, a minister says.",5,2004-12-16 15:36:21,0,"olympic training helped end siege training received by police before the olympic games helped end the athens bus hijacking, a minister says.",17,33,106,0.308411214953271,0,5,5
44918,Holland,Movie too Hollywood,"Like any nail-biting football game where the right team doesn&#39;t win, &quot;Friday Night Lights&quot; needs to replay the fourth quarter over again.",5,0000-00-00 00:00:00,3,"movie too hollywood like any nail-biting football game where the right team doesn&#39;t win, &quot;friday night lights&quot; needs to replay the fourth quarter over again.",22,19,151,0.125,3,4,5
44930,Scotsman,Thailand Commission to Investigate Muslim Deaths,"Facing new violence and harsh criticism, Prime Minister Thaksin Shinawatra has promised to set up an independent commission to investigate the deaths in southern Thailand of 85 accused Muslim rioters, including 78 who died in military detention.",5,0000-00-00 00:00:00,5,"thailand commission to investigate muslim deaths facing new violence and harsh criticism, prime minister thaksin shinawatra has promised to set up an independent commission to investigate the deaths in southern thailand of 85 accused muslim rioters, including 78 who died in military detention.",37,48,245,0.1951219512195122,5,0,5
45007,New,Advertising: Bayer Goes Viral in Web Pitch for Painkiller,"To attract a younger customer, Bayer HealthCare is starting an online game today for Aleve Liquid Gels, a product that was introduced in March.",5,2007-07-12 08:07:32,6,"advertising: bayer goes viral in web pitch for painkiller to attract a younger customer, bayer healthcare is starting an online game today for aleve liquid gels, a product that was introduced in march.",24,57,143,0.3958333333333333,6,1,5
45027,EastDay.com,"China, EU forge closer ties","China and the European Union, meeting yesterday in the Hague, pledged to boost relations while signing more than a dozen cooperation agreements.",5,0000-00-00 00:00:00,3,"china, eu forge closer ties china and the european union, meeting yesterday in the hague, pledged to boost relations while signing more than a dozen cooperation agreements.",22,27,144,0.18620689655172415,3,0,5
45028,Reuters,"Analysis: When Fed Says Jump, Investors Ask &#39;How High?&#39;","Ironic thing about the US Federal Reserve raising interest rates -- tighter money puts investors on edge about their financial assets, but ",5,2004-11-14 03:31:45,3,"analysis: when fed says jump, investors ask &#39;how high?&#39; ironic thing about the us federal reserve raising interest rates -- tighter money puts investors on edge about their financial assets, but ",22,63,139,0.45,3,1,5
45085,Modesto,MOVIE REVIEW: &#39;Polar Express&#39; is one creepy ride,"People in Hollywood should never work with children or animals, WC Fields once said. Maybe that should be expanded to hyper-realistic computer-generated children and reindeer, too.",5,0000-00-00 00:00:00,5,"movie review: &#39;polar express&#39; is one creepy ride people in hollywood should never work with children or animals, wc fields once said. maybe that should be expanded to hyper-realistic computer-generated children and reindeer, too.",26,56,180,0.30939226519337015,5,3,5
45090,Reuters,Gimme culture! Arts blossom in Gulf Arab desert,"DUBAI (Reuters) - Long derided as a cultural desert, the Gulf art scene is beginning to blossom.",5,2007-02-26 05:00:29,0,"gimme culture! arts blossom in gulf arab desert dubai (reuters) - long derided as a cultural desert, the gulf art scene is beginning to blossom.",17,47,96,0.4845360824742268,0,3,5
45099,New,Oracle Extends Hostile Offer for PeopleSoft,"Oracle said that it had extended its hostile tender offer for PeopleSoft to Sept. 10, as it awaits a ruling on whether the takeover attempt can proceed.",5,0000-00-00 00:00:00,2,"oracle extends hostile offer for peoplesoft oracle said that it had extended its hostile tender offer for peoplesoft to sept. 10, as it awaits a ruling on whether the takeover attempt can proceed.",27,43,152,0.28104575163398693,2,1,5
45108,Bloomberg,"Google Shares Rise as Profit, Sales More Than Double (Update2)",Google Inc.&#39;s shares surged to more than twice its initial public offering price after third-quarter profit and sales more the doubled and the company said the market for Web advertising shows no signs of slowing.,5,2004-10-22 17:57:53,3,"google shares rise as profit, sales more than double (update2) google inc.&#39;s shares surged to more than twice its initial public offering price after third-quarter profit and sales more the doubled and the company said the market for web advertising shows no signs of slowing.",35,62,217,0.28440366972477066,3,1,5
45133,Washington,Google Sharply Reduces IPO Share Price,"Google, Inc. significantly cut the expected share price this morning for its initial public stock offering, signaling lower-than-anticipated demand for the most highly publicized new stock since the late 1990s.",5,0000-00-00 00:00:00,2,"google sharply reduces ipo share price google, inc. significantly cut the expected share price this morning for its initial public stock offering, signaling lower-than-anticipated demand for the most highly publicized new stock since the late 1990s.",30,38,210,0.18009478672985782,2,1,5
45156,CTV,Powell attempts to revive Mideast peace process,JERUSALEM - US Secretary of State Colin Powell embarked Sunday on a mission to revive the Middle East peace process after Yasser Arafat&#39;s death.,5,2004-11-21 23:48:12,0,powell attempts to revive mideast peace process jerusalem - us secretary of state colin powell embarked sunday on a mission to revive the middle east peace process after yasser arafat&#39;s death.,24,47,148,0.31543624161073824,0,3,5
45165,Yahoo,"Notable hot tracks \
    (AP)\
",AP - Here's a roundup of must-hear tracks:,5,2008-01-24 23:25:48,3,"notable hot tracks \
    (ap)\
 ap - here's a roundup of must-hear tracks:",8,31,42,0.7209302325581395,3,0,5
45192,ABC,FAA: Flight-Reduction Deal Set for O&#39;Hare,"WASHINGTON Aug. 18, 2004  Federal officials have reached a temporary agreement to ease congestion at Chicago&#39;s O&#39;Hare International Airport that calls for a reduction of 37 daily arrivals by United Airlines and American Airlines, officials said ...",5,0000-00-00 00:00:00,1,"faa: flight-reduction deal set for o&#39;hare washington aug. 18, 2004  federal officials have reached a temporary agreement to ease congestion at chicago&#39;s o&#39;hare international airport that calls for a reduction of 37 daily arrivals by united airlines and american airlines, officials said ...",37,45,256,0.17509727626459143,1,5,5
45198,Forbes,Nokia Seeks Injunctions Against Vitelcom,Nokia Corp. said Thursday it has filed patent infringement complaints against Vitelcom of Spain over Nokia&#39;s GSM and GPRS technologies.,5,2004-11-07 14:14:06,2,nokia seeks injunctions against vitelcom nokia corp. said thursday it has filed patent infringement complaints against vitelcom of spain over nokia&#39;s gsm and gprs technologies.,20,40,139,0.2857142857142857,2,1,5
45207,Reuters,Germans find radiation linked to Litvinenko contact,"HAMBURG (Reuters) - German police have found traces of radiation in two buildings linked to a Russian businessman who met the murdered ex-spy Alexander Litvinenko on the day he fell ill, a spokeswoman said on Saturday.",5,2006-12-09 17:02:53,5,"germans find radiation linked to litvinenko contact hamburg (reuters) - german police have found traces of radiation in two buildings linked to a russian businessman who met the murdered ex-spy alexander litvinenko on the day he fell ill, a spokeswoman said on saturday.",36,51,218,0.2328767123287671,5,0,5
45216,New,Hot Hornets could use staying power,Ex-Hornets guard Robert Pack stared intensely at the empty lot at 2336 Alabo St. while a city employee evaluated the site Wednesday afternoon.,5,2008-02-15 11:01:26,4,hot hornets could use staying power ex-hornets guard robert pack stared intensely at the empty lot at 2336 alabo st. while a city employee evaluated the site wednesday afternoon.,23,35,142,0.24475524475524477,4,1,5
45223,Yahoo,"Singer John Hall targets N.Y. GOP lawmaker \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/ap/20060729/ap_on_el_st_lo/still_the_one""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20060729/capt.89e2f3110cc24163a16c3bd798f83ea7.still_the_one_wx101.jpg?x=82&y=130&sig=HfrCAwee7Oe__E.MUI4hww--"" align=""left"" height=""130"" width=""82"" alt=""John Hall, right, a candidate for New York's 19th Congressional District, poses for a photo with singer Bonnie Raitt before Raitt performed at a benefit concert for Central Park Summer Stage, June 28, 2006, in New York. Hall, a singer-songwriter who founded the 1970s-era band Orleans and penned the pop tunes 'Still the One' and 'Dance With Me,' is among four Democrats seeking the nomination to challenge Republican incumbent Rep. Sue Kelly. (AP Photo/Henny Ray Abrams, File)"" border=""0"" /></a>AP - For a dozen years, upstate New Yorkers' view of Republican Rep. Sue Kelly could be summed up in a song &#151; the 1970s pop tune ""Still the One.""</p><br clear=""all""/>",5,2006-07-30 11:27:25,0,"singer john hall targets n.y. gop lawmaker \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/ap/20060729/ap_on_el_st_lo/still_the_one""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20060729/capt.89e2f3110cc24163a16c3bd798f83ea7.still_the_one_wx101.jpg?x=82&y=130&sig=hfrcawee7oe__e.mui4hww--"" align=""left"" height=""130"" width=""82"" alt=""john hall, right, a candidate for new york's 19th congressional district, poses for a photo with singer bonnie raitt before raitt performed at a benefit concert for central park summer stage, june 28, 2006, in new york. hall, a singer-songwriter who founded the 1970s-era band orleans and penned the pop tunes 'still the one' and 'dance with me,' is among four democrats seeking the nomination to challenge republican incumbent rep. sue kelly. (ap photo/henny ray abrams, file)"" border=""0"" /></a>ap - for a dozen years, upstate new yorkers' view of republican rep. sue kelly could be summed up in a song &#151; the 1970s pop tune ""still the one.""</p><br clear=""all""/>",115,55,991,0.055443548387096774,0,3,5
45225,Reuters,Noriega loses another round in extradition fight,MIAMI (Reuters) - Former Panamanian dictator Manuel Noriega lost another round on Wednesday in his battle against extradition to face money laundering charges in France.,5,2008-01-10 04:49:34,0,noriega loses another round in extradition fight miami (reuters) - former panamanian dictator manuel noriega lost another round on wednesday in his battle against extradition to face money laundering charges in france.,25,48,169,0.2823529411764706,0,5,5
45277,Earthtimes.org,Googleâs Desktop Search is Tool for Hackers,"The much hyped Desktop Search Tool (DST) of Google is found to have a critical security flaw. The flaw was discovered by Rice Universityâs computer scientist Dan Wallach and his two graduate students, Seth Fogarty and Seth Nielson.",5,0000-00-00 00:00:00,2,"googleâs desktop search is tool for hackers the much hyped desktop search tool (dst) of google is found to have a critical security flaw. the flaw was discovered by rice universityâs computer scientist dan wallach and his two graduate students, seth fogarty and seth nielson.",38,45,233,0.19230769230769232,2,5,5
45301,BBC,Parade marks jazz centre opening,Trumpeter Wynton Marsalis leads a  parade to mark the opening of a dedicated jazz centre in New York.,5,0000-00-00 00:00:00,3,parade marks jazz centre opening trumpeter wynton marsalis leads a  parade to mark the opening of a dedicated jazz centre in new york.,18,32,101,0.3137254901960784,3,5,5
45309,Asbury,Will satellite radio fly?,"Stuck in traffic each morning, 20-year-old Bill Dowd of Keansburg invariably turns on the Howard Stern radio show to hear the DJ&#39;s usual assortment of raunchy humor.",5,2004-10-19 23:50:19,1,"will satellite radio fly? stuck in traffic each morning, 20-year-old bill dowd of keansburg invariably turns on the howard stern radio show to hear the dj&#39;s usual assortment of raunchy humor.",27,25,169,0.14705882352941177,1,3,5
45316,Yahoo,"French film bible to go online in English \
    (Reuters)\
","Reuters - The influential French film \
magazine Les Cahiers du Cinema is to get an English remake \
after nearly 60 years in print.",5,2007-03-06 13:18:06,2,"french film bible to go online in english \
    (reuters)\
 reuters - the influential french film \
magazine les cahiers du cinema is to get an english remake \
after nearly 60 years in print.",25,59,132,0.44360902255639095,2,3,5
45330,ABC,Hendrick Motorsports Plane Crash Kills 10,"Jimmie Johnson, center, winner of the NASCAR Subway 500 race, is escorted to a NEXTEL Cup trailer after the race at Martinsville Speedway in Martinsville, Va.",5,2004-10-25 10:25:19,5,"hendrick motorsports plane crash kills 10 jimmie johnson, center, winner of the nascar subway 500 race, is escorted to a nextel cup trailer after the race at martinsville speedway in martinsville, va.",26,41,158,0.2578616352201258,5,4,5
45337,Reuters,Mortar wars terrorize weary Baghdad residents,"BAGHDAD (Reuters) - Retired Iraqi army officer Abdul-Rahman al-Nuami, 60, can clearly remember the evening in mid-June when he first heard the dull boom of a mortar round slamming into his mainly Sunni district in western Baghdad.",5,2006-12-19 15:18:21,3,"mortar wars terrorize weary baghdad residents baghdad (reuters) - retired iraqi army officer abdul-rahman al-nuami, 60, can clearly remember the evening in mid-june when he first heard the dull boom of a mortar round slamming into his mainly sunni district in western baghdad.",37,45,230,0.19480519480519481,3,0,5
45349,Boston,Iraq output rises; oil futures fall,"Oil futures fell yesterday after Iraq, the sixth-largest supplier to the United States, boosted shipments to tankers to normal rates for the first time in two weeks.",5,0000-00-00 00:00:00,3,"iraq output rises; oil futures fall oil futures fell yesterday after iraq, the sixth-largest supplier to the united states, boosted shipments to tankers to normal rates for the first time in two weeks.",27,35,165,0.21084337349397592,3,1,5
45352,NPR,Joe Davidson: Access to Info in Kobe Bryant Trial,"Description: Jury selection got underway Friday in the Kobe Bryant sexual assault trial in Eagle, Colo. News organizations have argued that limits on media access inside the courtroom does not let them fully cover the story.",5,0000-00-00 00:00:00,4,"joe davidson: access to info in kobe bryant trial description: jury selection got underway friday in the kobe bryant sexual assault trial in eagle, colo. news organizations have argued that limits on media access inside the courtroom does not let them fully cover the story.",36,49,224,0.21777777777777776,4,5,5
